title,content,url,sub_title,year
The genome of flax (Linum usitatissimum) assembled de novo from short shotgun sequence reads,"… The pace of plant genome sequencing is accelerating, aided by advances in 
instrumentation and software. The clone‐by‐clone sequencing strategy used to sequence 
the Arabidopsis … Second, we used all 43 484 predicted CDSs from the flax genome project. …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-313X.2012.05093.x,"Z Wang, N Hobson, L Galindo, S Zhu, D Shi… - The Plant …, 2012 - Wiley Online Library",2012
Globalizing the scientific bandwagon: trajectories of precision medicine in China and Brazil,"… Since the completion of the Human Genome Project (HGP) in 2003, sequencing technology 
has dramatically improved such that the cost … International projects targeting plant and animal 
model organisms were also underway. BGI led sequencing projects for a variety of model …",https://journals.sagepub.com/doi/abs/10.1177/0162243920930282,"L Au, RGL da Silva - Science, Technology, & Human Values, 2021 - journals.sagepub.com",2021
Report on DOE support for GSC13 travel award,"… To this end the meeting focused on genomic projects for animals, plants, fungi and viruses, 
metagenomic studies in host-microbe … The meeting was very well organized by the local hosts 
at BGI, and all attendees reported that they were very happy with the outcome, service and …",https://www.osti.gov/biblio/1135779,JA Gilbert - 2012 - osti.gov,0
"Complete genome sequence of Pseudomonas fluorescens strain PICF7, an indigenous root endophyte from olive (Olea europaea L.) and effective biocontrol …","… We also describe its genomic properties, highlighting genes encoding plant-associated 
factors, … The genome project is deposited in the Genomes OnLine Database [31] and the NCBI 
… The genome of PICF7 was sequenced at the Beijing Genomics Institute (BGI) using Solexa …",https://link.springer.com/article/10.1186/1944-3277-10-10,"PM Martínez-García, D Ruano-Rosa, E Schilirò… - Standards in genomic …, 2015 - Springer",2015
Comparative BAC‐based physical mapping of Oryza sativa ssp. indica var. 93–11 and evaluation of the two rice reference sequence assemblies,"… Four reasons support our conclusion that mis-assembly of 93–11 BGI in these regions is the 
only explanation for these discrepancies: (i) … , with interruptions at the tip of the chromosomes 
(International Rice Genome Sequencing Project, 2005; and our analysis). The stringency …",https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.12412,"Y Pan, Y Deng, H Lin, DA Kudrna, RA Wing… - The Plant …, 2014 - Wiley Online Library",2014
Rice: boiled down to bare essentials,"… funded labs, somewhat similar to the Human Genome Project. Led by Japanese researchers, 
it … ,” says Machi Dilworth, who oversees plant genomic programs at NSF. The French group 
… In May 2000, BGI director Yang announced plans to sequence the entire genome of indica. …",https://science.sciencemag.org/content/296/5565/32.summary,"D Normile, E Pennisi - 2002 - science.sciencemag.org",0
"The draft genome assembly of the critically endangered Nyssa yunnanensis, a plant species with extremely small populations endemic to Yunnan Province …","… Here we report a draft genome assembly of the PSESP plant species N. yunnanensis. The 
completeness assessment carried out by reads … Founded in 1999, BGI is one of the world’s 
leading life science and genomics institutions BGI’s mission is to use genomics to benefit …",https://gigabytejournal.com/articles/4,"W Mu, J Wei, T Yang, Y Fan, L Cheng, J Yang… - Gigabyte, 2020 - gigabytejournal.com",2020
A chromosomal genomics approach to assess and validate the desi and kabuli draft chickpea genome assemblies,"… One consequence of the growth of genome sequencing projects is a general decrease in 
accepted genome quality. The aim of any genome sequencing project should be to produce 
a genome that is fit for purpose, and often rough drafts are all that are required to answer …",https://onlinelibrary.wiley.com/doi/abs/10.1111/pbi.12182,"P Ruperao, CKK Chan, S Azam… - Plant biotechnology …, 2014 - Wiley Online Library",2014
"In commemoration of completion of the genetic code, and in memory of Prof. Brian Clark","… international Human Genome Project, extraordinarily large amounts of DNA sequence data 
have been generated for humans, other animals, plants, … BGI, as one of the most influential 
genomics organizations in the world, has not only contributed approximately one third of the …",https://www.sciencedirect.com/science/article/pii/S1871678416326498,"H Yang - New biotechnology, 2017 - Elsevier",2017
One thousand plant transcriptomes and the phylogenomics of green plants,"… families preceded the origins of green plants, land plants and vascular plants, whereas 
whole-genome duplications are inferred to have … flowering plants and ferns. The increasing 
availability of high-quality plant genome sequences and advances in functional genomics are …",https://www.nature.com/articles/s41586-019-1693-2,"JH Leebens-Mack, MS Barker, EJ Carpenter… - 2019 - nature.com",0
Gramene database in 2010: updates and extensions,"… plant genomics that began as an extension of the RiceGenes project ( 1 , 2 ) and now holds 
many large and varied data sets that are used extensively by thousands of plant … Since 
our last publication, Gramene has added or updated many plant genomes listed in Table 1 . …",https://academic.oup.com/nar/article-abstract/39/suppl_1/D1085/2507304,"K Youens-Clark, E Buckler, T Casstevens… - Nucleic acids …, 2010 - academic.oup.com",2010
Research advances in and prospects of ornamental plant genomics,"… the Beijing Genomics Institute (BGI) and other institutions to launch the mei genome project. 
… Institute in Shenzhen (BGI-Shenzhen) is a landmark effort to catalog plant genomic variation 
… A tentative plan of the 100 Flowers Genome Sequencing Project has been put forward by …",https://www.nature.com/articles/s41438-021-00499-x,"T Zheng, P Li, L Li, Q Zhang - Horticulture Research, 2021 - nature.com",2021
The complete chloroplast genome of Pedicularis alaschanica (Orobanchaceae),"… This study would contribute to enrich the Pedicularis chloroplast genome resource and … 
Pair-end reads were sequenced on BGISEQ-500 sequencer at the BGI, Shenzhen. Total of … 
This work is part of the 10KP project led by BGI-Shenzhen and China National GeneBank. …",https://www.tandfonline.com/doi/abs/10.1080/23802359.2019.1623723,"C Wu, D Fang, J Wei, X Wang, X Chen - Mitochondrial DNA Part B, 2019 - Taylor & Francis",2019
The TIGR rice genome annotation resource: improvements and new features,"… with genome annotation data, this was problematic as the TIGR Gene Indices are constructed 
using not only ESTs and full-length cDNAs but also any annotated genes (from the genome 
sequencing projects) … To address this issue, we built ‘Transcript Assemblies’ for >200 plant …",https://academic.oup.com/nar/article-abstract/35/suppl_1/D883/1116015,"S Ouyang, W Zhu, J Hamilton, H Lin… - Nucleic acids …, 2007 - academic.oup.com",2007
SOAPdenovo-Trans: de novo transcriptome assembly with short RNA-Seq reads,"… subspecies, but our reference genome came from the japonica subspecies. We chose the 
japonica genome as a reference because these … We chose to assess both plant and animal 
transcriptomes because most other studies only assessed animals (or even simpler organisms …",https://academic.oup.com/bioinformatics/article-abstract/30/12/1660/380938,"Y Xie, G Wu, J Tang, R Luo, J Patterson, S Liu… - …, 2014 - academic.oup.com",2014
The role of biodiversity and plant conservation for ornamental breeding,"… program, BGI and its collaborators will finish sequencing 10,000 species of plants by the … 
Massive genomic data of ornamental plants will be released very soon because the costs for … 
lot of genome projects have been implemented (eg, the Orchidaceae Genome Project initiated …",https://link.springer.com/chapter/10.1007/978-3-319-90698-0_1,"C Long, Z Chen, Y Zhou, B Long - Ornamental Crops, 2018 - Springer",2018
Reading the book of life,"… And, despite the enormity of the task, Guojie Zhang, a biologist at BGI, thinks it can be done. 
“… Genome sequencing can inspire new medicines by revealing how plants and animals have 
… that came out of the Human Genome Project, “we don't know what we don't know”, he says. …",https://www.sciencedirect.com/science/article/pii/S0262407918306183,"A Klein - New Scientist, 2018 - Elsevier",2018
Analysis of genome sequences from the maternal and paternal parents of an elite rice hybrid,"… We have initiated a genome project in China, the Superhybrid Rice Genome Project (SRGP)… 
for plant genomes that have repetitive sequence contents of nearly 50% (such as the rice … 
Based on the limited data generated at BGI, we believe that hybrid vigor is not the effect of a …",https://www.worldscientific.com/doi/abs/10.1142/9789812708816_0007,"J Yu, GKS Wong, S Liu, J Wang, H Yang - Rice Genetics V, 2007 - World Scientific",2007
How can a high-quality genome assembly help plant breeders?,"… We highlight the impact of a high-quality genome assembly for plant breeding and genetic 
research by showing how it affects our … the results of genome-wide association studies 
and genomic selection that were already published using a blueberry draft genome as …",https://academic.oup.com/gigascience/article-abstract/8/6/giz068/5513659,"J Benevenuto, LFV Ferrão, RR Amadeu, P Munoz - Gigascience, 2019 - academic.oup.com",2019
The chromosome-level genome sequence of the autotetraploid alfalfa and resequencing of core germplasms provide genomic resources for alfalfa research,"… The NGS data were sequenced by BGI using a BGISEQ-500. A total of 1 μg genomic DNA 
was randomly fragmented by ultrasound (… A total of 35 SMRT cells were run on the PacBio 
Sequel system by BGI. These cells generated 245.62 Gb of long read data with an N50 of 12 …",https://www.sciencedirect.com/science/article/pii/S1674205220302161,"C Shen, H Du, Z Chen, H Lu, F Zhu, H Chen, X Meng… - Molecular Plant, 2020 - Elsevier",2020
Current status of the sequence of the rice genome and prospects for finishing the first monocot genome,"… Although none of the four draft sequences is complete, they collectively provide our first 
view of the landscape and the content of a monocot genome. The first rice genome sequence 
made accessible in large tracts was that of the O. sativa subsp japonica cv Nipponbare …",http://www.plantphysiol.org/content/130/4/1585.short,"CR Buell - Plant physiology, 2002 - Am Soc Plant Biol",2002
The Genome 10K Project: a way forward,"… We summarize the status of known vertebrate genome projects, recommend standards for 
pronouncing a genome as sequenced or completed, and provide our present … For example, 
in 2010 BGI-Shenzhen agreed to sequence and fund the first ∼1% (105 species) of vertebrate …",https://www.annualreviews.org/doi/abs/10.1146/annurev-animal-090414-014900,"…, Genome 10K Community of Scientists… - Annu. Rev. Anim …, 2015 - annualreviews.org",2015
OrysPSSP: a comparative platform for small secreted proteins from rice and other plants,"… model for monocotyledonous plants, remained open in the study of SSP. Both an important 
economic crop and a model plant, it is our top priority to explore its SSPs on the whole-genome 
scale and compare them with other species across the phylogeny of plant species. Here, …",https://academic.oup.com/nar/article-abstract/41/D1/D1192/1056857,"B Pan, J Sheng, W Sun, Y Zhao, P Hao… - Nucleic acids …, 2012 - academic.oup.com",2012
"Abbott Pharmaceuticals, 234, 257–58, 407 Abu Ghraib, 440 academe–industry collaboration, 417 Academia Sinica Plant Genome Centre","… moral economy, 158, 350 Morgan Stanley, 349–50, 352–53 Mount Sinai Hospital, 317 
mouse genome, 210 mouse models, 420 multi- locale ethnographic strategy. See multisited 
ethnography multiculturalism, 423 multidisciplinary, 387, 414–15, 429 multilateral organizations, …",https://www.degruyter.com/document/doi/10.1515/9780822393306-019/html,A up Paris - Annales School of Historiography - degruyter.com,0
… have helped geneticist Yang Huanming create an institute that has catapulted China into the front ranks of sequencing.(The Rice Genome: Profile: Beijing Genomics …,"… Rather than starting completely from scratch, BGI decided to modify the assembly program 
used in the public Human Genome Project, … for life sciences, says BGI is free to compete 
for project grants but that ""we think the big genome sequencing projects should depend on …",https://go.gale.com/ps/i.do?id=GALE%7CA85241321&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00368075&p=AONE&sw=w,"D Normile - Science, 2002 - go.gale.com",2002
De novo sequencing of plant genomes using second-generation technologies,"… rapa as the first Brassica species to be fully sequenced, and established a BAC by BAC 
approach, though recently, llumina GAII sequencing has been applied to generate 70× coverage 
of this genome in a collaboration with the Beijing Genome Institute in Shenzhen (BGI) and …",https://academic.oup.com/bib/article-abstract/10/6/609/259865,"M Imelfort, D Edwards - Briefings in bioinformatics, 2009 - academic.oup.com",2009
Genetic Divergence between Camellia sinensis and Its Wild Relatives Revealed via Genome-Wide SNPs from RAD Sequencing,"… BGI-Shenzhen provided support in the form of salaries for Jian-Bo Jian, but did not have … 
genome complexity of the crop has encumbered us to obtain genomic information up to now. 
In the future, if the tea plant genome project are completed, we believe the tea plant genome …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0151424,"H Yang, CL Wei, HW Liu, JL Wu, ZG Li, L Zhang… - PLoS …, 2016 - journals.plos.org",2016
A genome triplication associated with early diversification of the core eudicots,"… plant genomes are being produced at an increasing rate, a much larger source of genome-scale 
evidence is coming from very large-scale transcriptome studies such as the 1000 Green Plant 
Transcriptome Project and the Monocot Tree of Life Project… Plant Genome Project [65]. …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-2012-13-1-r3,"Y Jiao, J Leebens-Mack… - Genome …, 2012 - genomebiology.biomedcentral.com",2012
An improvement of shotgun proteomics analysis by adding next-generation sequencing transcriptome data in orange,"… Recently, more and more big next-generation sequencing projects were launched, such as 
1,000 Plant and Animal Genome Project, 1,000 Plant Transcriptome Project. The workflow will 
help the scientists who are working on any species even without original protein database. …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0039494,"J Song, R Sun, D Li, F Tan, X Li, P Jiang, X Huang… - PLoS …, 2012 - journals.plos.org",2012
Rising in the East,"… Yang quickly got his fledgling institute involved in China's contribution to the Human Genome 
Project. Three years later, they made the … BGI-Shenzhen is to sequence informative genomes 
from all branches of the tree of life. In 2008, they completed the sequence of the genome …",https://link.springer.com/article/10.1186/gb-2010-11-1-102,"GA Petsko - Genome biology, 2010 - Springer",2010
The Rice Oligonucleotide Array Database: an atlas of rice gene expression,"… The Oryza sativa Genome Oligo Set (Version 1.0; 61K) was designed by the Beijing Genomics 
Institute and Yale University (BGI/Yale) and based on the draft indica and japonica sequences. 
The University of California, Davis, led a National Science Foundation (NSF) supported …",https://link.springer.com/article/10.1186/1939-8433-5-17,"P Cao, KH Jung, D Choi, D Hwang, J Zhu, PC Ronald - Rice, 2012 - Springer",2012
"Draft Genome Sequence of Diplodia seriata F98.1, a Fungal Species Involved in Grapevine Trunk Diseases","… necrosis in all plants and foliar symptoms in 50% of plants (8). D. seriata is known to secrete 
several plant polymers degrading enzymes … This whole-genome project has been deposited 
at NCBI GenBank under the accession number MSZU00000000. The version described …",https://search.proquest.com/openview/2ce9be3a2689f231f313a9bebcfcb503/1?pq-origsite=gscholar&cbl=2045577,"RS Guillaume, J Vallet, AM Eliane, J Xu… - Microbiology …, 2017 - search.proquest.com",2017
Anthoceros genomes illuminate the origin of land plants and the unique biology of hornworts,"… punctatus, Illumina genomic libraries were prepared by BGI and sequenced on HiSeq4000. 
Read quality and adaptor trimming was done … on flowering plant genomes (29 out of 30) 
103 , which does not offer an appropriate benchmark for non-flowering plant genomes. …",https://www.nature.com/articles/s41477-020-0618-2,"FW Li, T Nishiyama, M Waller, E Frangedakis, J Keller… - Nature plants, 2020 - nature.com",2020
"A chickpea genetic variation map based on the sequencing of 3,366 genomes","… resources for chickpea genomics research and breeding. We constructed a chickpea pan-genome 
to describe genomic diversity across … deleterious alleles through genomics-assisted 
breeding and/or gene editing. Finally, we propose three crop breeding strategies based on …",https://www.nature.com/articles/s41586-021-04066-1,"RK Varshney, M Roorkiwal, S Sun, P Bajaj… - Nature, 2021 - nature.com",2021
"Identifying a large number of high-yield genes in rice by pedigree analysis, whole-genome sequencing, and CRISPR-Cas9 gene knockout","… of a single plant using the cetyltrimethylammonium bromide (CTAB) method and were 
sequenced at Beijing Genomics Institute (BGI)-Shenzhen. Briefly, paired-end sequencing 
libraries with an insert size of ∼500 bp were constructed for each plant, following the BGI-Shenzhen’…",https://www.pnas.org/content/115/32/E7559.short,"J Huang, J Li, J Zhou, L Wang, S Yang… - Proceedings of the …, 2018 - National Acad Sciences",2018
Genome sequence of foxtail millet (Setaria italica) provides insights into grass evolution and biofuel potential,"… Of these related species, foxtail millet is the most suitable plant for whole genome 
sequencing and analysis owing to its small genome (∼490 Mb) 2 , self-pollination, rich genetic 
diversity (∼6,000 varieties) 3,4 , the existence of a complete collection of germplasm and the …",https://www.nature.com/articles/nbt.2195.,"G Zhang, X Liu, Z Quan, S Cheng, X Xu, S Pan… - Nature …, 2012 - nature.com",2012
Exploring genetic variation in the tomato (Solanum section Lycopersicon) clade by whole‐genome sequencing,"… unprecedented power to determine genome variation across entire clades, at both the 
structural and genotype level. Initiatives such as the 1001 Genomes Project for Arabidopsis 
thaliana, the Drosophila sequence project, and the 1000 Genomes Project for human have …",https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.12616,"100 Tomato Genome Sequencing Consortium… - The Plant …, 2014 - Wiley Online Library",2014
Nan Li,"… plant genomes, but the genetic bases underlying how plants adapt to environmental influences 
remain largely unknown. We constructed a high-density genomic variation map by re-sequencing 
genomes of … A combination of whole-genome selection scans and genome-wide …",https://www.researchgate.net/profile/Nan-Li-107/amp,"S Huang, X Wang, T Ding, J Wang - 2003 - researchgate.net",0
Requirement of whole-genome sequencing and background history of the national and international genome initiatives,"… BGI-Shenzhen, China is a premier genomics research organization, with a goal for developing 
projects and platforms that are on the … , including de novo sequencing and assembly of 
plant and animal genomes, large-scale genome re-sequencing, genetic association studies, …",https://link.springer.com/chapter/10.1007/978-3-319-66117-9_9,"M Thudi, RK Varshney - The Chickpea Genome, 2017 - Springer",2017
Genome-wide patterns of genetic variation among elite maize inbred lines,"… 9 provides a reference genome that can be used to anchor resequencing data from other 
maize lines. Here, we analyze the whole-genome … resequencing reads to the B73 reference 
genome and identified 104 regions in the B73 genome in which at least 80% of a 5-kb or longer …",https://www.nature.com/articles/ng.684,"J Lai, R Li, X Xu, W Jin, M Xu, H Zhao, Z Xiang… - Nature …, 2010 - nature.com",2010
The global catalogue of microorganisms 10K type strain sequencing project: closing the genomic gaps for the validly published prokaryotic and fungi species,"… GEBA started the new stage of the project in 2015, which has a focus on the genomes of soil, 
plant-… Following norms established for genome projects coming from the Bermuda Principles 
and … BGI-Shenzhen will support the microbial genome sequencing and assist with the data …",https://academic.oup.com/gigascience/article-abstract/7/5/giy026/4951733,"L Wu, K McCluskey, P Desmeth, S Liu, S Hideaki… - …, 2018 - academic.oup.com",2018
Draft genome of the famous ornamental plant Paeonia suffruticosa,"… Paired-end libraries were constructed using standard protocol provided by BGI (BGI-Shenzhen) 
and then sequenced on the BGISEQ-500 platform, with a read length of 100 bp. In total, 
45.71 Gb raw data were obtained and after filtering by SOAPnuke (Version 1.5.6) (https://…",https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.5965,"S Lv, S Cheng, Z Wang, S Li, X Jin, L Lan… - Ecology and …, 2020 - Wiley Online Library",2020
The rice annotation project database (RAP-DB): 2008 update,"… Users can specify a section of annotation and genomic positions to be searched. In addition, 
since there are other annotation activities of the rice genome, such as Osa1 and BGI-RIS ( 3 
, 32 ), a converter of gene identifiers is provided. The Os code, which is the locus identifier of …",https://academic.oup.com/nar/article-abstract/36/suppl_1/D1028/2508221,"Rice Annotation Project - Nucleic Acids Research, 2007 - academic.oup.com",2007
The pomegranate (Punica granatum L.) genome and the genomics of punicalagin biosynthesis,"… To address the phylogenetic position of pomegranate, we performed whole-genome analysis 
of 12 sequenced plant genomes and generated 509 orthologous gene clusters. Pomegranate, 
just as Eucalyptus, is in the order Myrtales, which is classified as a sister taxon to the …",https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.13625,"G Qin, C Xu, R Ming, H Tang, R Guyot… - The Plant …, 2017 - Wiley Online Library",2017
Chromosome-level reference genome and alternative splicing atlas of moso bamboo (Phyllostachys edulis),"… Through comparisons with orthologous genes in related plant species, we observed that 
the AS genes are concentrated among more conserved genes that tend to accumulate 
higher transcript levels and share less tissue specificity. Furthermore, gene family expansion, …",https://academic.oup.com/gigascience/article-abstract/7/10/giy115/5092772,"H Zhao, Z Gao, L Wang, J Wang, S Wang, B Fei… - …, 2018 - academic.oup.com",2018
Estimation of genomic characteristics by analyzing k-mer frequency in de novo genome projects,"… We thank the members in the Science and Technology Department of BGI-SZ for various 
helpful discussions. We also thank Scott Edmunds, Yuexi tan, Jinsen Li, and Sijia Lu for polishing 
the English language. Funding: This work was supported by the Basic Research Program …",https://arxiv.org/abs/1308.2012,"B Liu, Y Shi, J Yuan, X Hu, H Zhang, N Li, Z Li… - arXiv preprint arXiv …, 2013 - arxiv.org",2013
The International Oryza Map Alignment Project: development of a genus-wide comparative genomics platform to help solve the 9 billion-people question,"… Table 1 lists the current status of each I-OMAP genome project to date. Sixteen of the 23 
genome sequencing projects are in progress or have been completed, and include all of the 
diploid Oryza species. Draft sequences of two subspecies of O. sativa were published a decade …",https://www.sciencedirect.com/science/article/pii/S1369526613000344,"J Jacquemin, D Bhatia, K Singh, RA Wing - Current Opinion in Plant Biology, 2013 - Elsevier",2013
Gramene database: a hub for comparative plant genomics,"… of rice genome sequencing project provided the cereal plant researchers a useful tool to 
investigate the roles of genes and genomic … are allowed to query and explore the power 
of genomic colinearity and comparative genomics for genetic and genomic studies on plant …",https://link.springer.com/protocol/10.1007/978-1-60761-682-5_18,"P Jaiswal - Plant reverse genetics, 2011 - Springer",2011
Towards a better bowl of rice: assigning function to tens of thousands of rice genes,"… Microarray data for 46 of these genes were extracted from the Beijing Genomics Institute (BGI) 
data set. Gene-family members associated with … on recent advances in the application of 
microarrays in plant genomic research and in gene-expression databases available for plants. …",https://www.nature.com/articles/nrg2286,"KH Jung, G An, PC Ronald - Nature Reviews Genetics, 2008 - nature.com",2008
