title,content,url,sub_title,year
High-priority genomes announced,"… a high-priority sequencing project. The metazoan Trichoplax adhaerens, which possesses 
the smallest known animal genome, has been … and Functional Genomics at the University 
of Illinois at Urbana-Champaign, a partner in the cattle genome project. Because of the …",https://genomebiology.biomedcentral.com/articles/10.1186/gb-spotlight-20020913-02,"TM Powledge - Genome Biology, 2002 - genomebiology.biomedcentral.com",2002
… Structure of Switchgrass (Panicum virgatum L.) Measured Using Genotyping-By-Sequencing (GBS). International Plant and Animal Genome Conference.[En línea],"… Search for a research project … Plant and Animal Genome Conference. http://pag.confex.com/pag/xx/webprogram/Paper1297.html. … 
virgatum while providing much greater genome-level detail of the genetic variation that 
exists throughout the species. …",https://www.ars.usda.gov/research/publications/publication/?seqNo115=276178,"P Grabowski, G Morris, M Casler… - Plant and Animal Genome …, 2012 - ars.usda.gov",2012
Massive parallel sequencing in animal genetics: wherefroms and wheretos,"… Future applications include whole genome sequence association studies, as opposed to 
classical SNP‐based association, and implementing this … Although bioinformatics is still an 
important bottleneck, this limitation is only transient and should not deter animal geneticists from …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2052.2010.02057.x,"M Pérez‐Enciso, L Ferretti - Animal Genetics, 2010 - Wiley Online Library",2010
Revamp a model—status and prospects of the Dictyostelium genome project,"… chromosomes was assigned to project partners. The project is well advanced, chromosome 
2 was recently published, and it is expected that the sequences of chromosomes 1 and 6 
and a gene catalogue for the complete genome will be available at the end of this year. The …",https://link.springer.com/article/10.1007/s00294-003-0416-1,"L Eichinger - Current genetics, 2003 - Springer",2003
Similar ratios of introns to intergenic sequence across animal genomes,"… If GFF format files were available for download with a genome project, or on databases (Ensembl 
or NCBI), those were used preferentially. The analysis procedure is described in figure 1. 
Total base pairs of exon, intron, intergenic, and gaps were counted from each GFF file and …",https://academic.oup.com/gbe/article-abstract/9/6/1582/3867179,"WR Francis, G Wörheide - Genome biology and evolution, 2017 - academic.oup.com",2017
"Draft Genome Sequences of 1,183 Salmonella Strains from the 100K Pathogen Genome Project","… The consortium sequenced animal- and human health-associated pathogens for use in a 
reference database. In this release, we sequenced … All cultures from the 100K Pathogen 
Genome Project were collected and banked in the laboratory of Bart C. Weimer (University of …",https://journals.asm.org/doi/abs/10.1128/genomeA.00518-17,"N Kong, M Davis, N Arabyan, BC Huang… - Genome …, 2017 - Am Soc Microbiol",2017
A reference sequence of the monoploid genome of sugarcane.[W950],"… Résumé : The sugarcane genome poses challenges that have not been addressed in any 
prior genome sequencing project. The main … , which make an assembly of the genome very 
challenging through classical whole genome shotgun sequencing approaches. We developed …",https://agritrop.cirad.fr/587273,"O Garsmeur, G Droc, J Grimwood, B Potier, KS Aitken… - 2018 - agritrop.cirad.fr",0
"Early divergence, broad distribution, and high diversity of animal chitin synthases","… Finally, although several other animal groups are known to possess chitin-producing … We 
provide a solid background for functional and evolutionary studies of animal chitin formation 
and … from the respective genome project webpages, and local search databases were build. …",https://academic.oup.com/gbe/article-abstract/6/2/316/533801,"AC Zakrzewski, A Weigert, C Helm… - Genome biology and …, 2014 - academic.oup.com",2014
Genome‐wide in silico screening for microRNA genetic variability in livestock species,"… in animal breeding. However, little is known about microRNA genetic variability in livestock 
species, which is also due to incomplete data in genomic resource databases. Therefore, the 
aim of this study was to perform a genome‐… This project may yield new findings useful for the …",https://onlinelibrary.wiley.com/doi/abs/10.1111/age.12072,"D Jevsinek Skok, I Godnic, M Zorc, S Horvat… - Animal …, 2013 - Wiley Online Library",2013
An End to Gene Patents-The Human Genome Project Versus the United States Patent and Trademark Office's 1999 Utility Guidelines,"… non-human insulin extracted from animal carcasses.49 There are many advantages to the 
use of human, rather than animal, insulin to treat a … than is made by each animal, the in- sulin 
is produced much more cheaply.51 Additionally, human insulin and animal insulin are slightly …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ucollr73&section=24,"MB Smith - U. Colo. L. Rev., 2002 - HeinOnline",2002
The animal sialyltransferases and sialyltransferase-related genes: a phylogenetic approach,"… In this study, we have used the data available from various genome-sequencing programs 
to start to build a foundation for understanding the evolution of the animal sialyltransferase 
family. As a result, many novel sialyltransferases genes were found. The purpose of this article …",https://academic.oup.com/glycob/article-abstract/15/8/805/637703,"A Harduin-Lepers, R Mollicone, P Delannoy… - …, 2005 - academic.oup.com",2005
BAC resources for the rat genome project,"… The use of an inbred rat strain is essential to avoid problems with genome assembly resulting 
… The widespread use of the two libraries as an integral part of the rat genome project has led 
to … The animal used for WGS at Celera Genomics was a male from the tenth generation of …",https://genome.cshlp.org/content/14/4/780.short,"K Osoegawa, B Zhu, CL Shu, T Ren, Q Cao… - Genome …, 2004 - genome.cshlp.org",2004
Study of claudin function by RNA interference,"… ) were used to Blast search the dog genome project (managed by the Human Genome 
Project at the Sanger Center, Cambridge, UK). The … derived from full-length cDNA libraries 
and maintained by the Animal Genome Research Program in Japan. To obtain the sequences of …",https://www.jbc.org/article/S0021-9258(20)68164-9/abstract,"J Hou, AS Gomes, DL Paul, DA Goodenough - Journal of Biological …, 2006 - ASBMB",2006
A comprehensive biomedical variant catalogue based on whole genome sequences of 582 dogs and eight wolves,"… See Table S1 for details of the project and sample accessions. The CanFam3.1 reference 
… Each animal with a whole genome sequence is genotyped for all variants detected. The 
aim of the consortium is to make summary data and variant (VCF) files available to the wider …",https://onlinelibrary.wiley.com/doi/abs/10.1111/age.12834,"V Jagannathan, C Drögemüller, T Leeb… - Animal …, 2019 - Wiley Online Library",2019
STATUS OF THE ART SEQUENCING GENOME ON LIVESTOCK/Estado da arte do sequenciamento genômico na pecuária.,"… In the 90’s the human genome sequencing was started and it was greatly favored by … of the 
human genome project, several initiatives to sequence the genome of domestic animal species 
… sequencing initiatives on the main domestic animal species of economical interest as well …",http://www.arsveterinaria.org.br/ars/article/view/242,"GL Pereira, KO Rosa, RA Curi, LCA Regitano… - Ars …, 2013 - arsveterinaria.org.br",2013
"Genome sequencing and comparison of two nonhuman primate animal models, the cynomolgus and Chinese rhesus macaques","… To better understand the genetic differences between these animal models, we present 
high-quality draft genome sequences from two macaque species, the cynomolgus/crab-eating 
macaque and the Chinese rhesus macaque. Comparison with the previously sequenced …",https://www.nature.com/articles/nbt.1992,"G Yan, G Zhang, X Fang, Y Zhang, C Li, F Ling… - Nature …, 2011 - nature.com",2011
Genetic factors affecting EBV copy number in lymphoblastoid cell lines derived from the 1000 Genome Project samples,"… -genome sequenced EBV-mapping reads from 1,753 LCL samples derived from 19 populations 
worldwide that were sequenced within the context of the 1000 Genomes Project… remains 
stable over cell passages, we performed a genome wide association analysis (GWAS) to try …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0179446,"R Mandage, M Telford, JA Rodríguez, X Farre… - PLoS …, 2017 - journals.plos.org",2017
Mining for single nucleotide polymorphisms in pig genome sequence data,"… genome shotgun sequences obtained from the NCBI trace-repository with center name ""SDJVP"", 
and project name ""Sino-Danish Pig Genome Project… by difference in selection of the animal 
panel on which the SNPs have been validated and the animal panel we used, as well as …",https://bmcgenomics.biomedcentral.com/articles/10.1186/1471-2164-10-4,"HHD Kerstens, S Kollers… - BMC …, 2009 - bmcgenomics.biomedcentral.com",2009
Aquaculture genome technologies,"… principal species is a welcome addition to the animal genomics literature. Species used in 
… of the animal kingdom and incorporate a range of issues related to genome size, genome … 
human genome project to mammalian genetics and surprisingly, also to the chicken genome. …",https://www.google.com/books?hl=zh-CN&lr=&id=4lJIVRkfrVMC&oi=fnd&pg=PR5&dq=animal+genome+project&ots=a_JO5A4FLk&sig=cf8iHhtgGBzD-Xq3dlh_U8n54tY,ZJ Liu - 2008 - books.google.com,0
The human genome project,"Technical advances in molecular genetics that were being developed in the 1970s led to the 
initiation of the Human Genome Project (HGP), a long-term international research effort to 
completely map and sequence the human genome. In 1988, US Congress appropriated funds …",https://www.google.com/books?hl=zh-CN&lr=&id=2nCQWjdfqK8C&oi=fnd&pg=PA205&dq=animal+genome+project&ots=P4VXt0Uoav&sig=6LA9Akv-OinfSmRbXuMuJh3uMqs,"JGV WAES, HR Finnell - Cleft lip and palate: from origin to …, 2002 - books.google.com",2002
Polyploidy: genome obesity and its consequences,"… The molecular changes observed in various polyploid plant systems will improve our 
understanding of why polyploid plants are so successful during evolution and why and how 
plants can tolerate genome obesity (increase in genome dosage) better than animals, especially …",https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.2007.02084.x,"ZJ Chen, M Ha, D Soltis - 2007 - Wiley Online Library",0
Genome-wide sequencing and comparative profiling of cattle sperm DNA methylome reveals its hypomethylated patterns,"Technical Abstract: Using whole-genome bisulfite sequencing (WGBS), we profiled the DNA 
methylome of cattle sperms through comparison with three bovine somatic tissues (mammary 
grand, brain and blood). Large differences between them were observed in the …",https://www.ars.usda.gov/research/publications/publication/?seqNo115=347465,"Y ZHOU, E Connor, D Bickhart, C Li… - … and Animal Genome …, 2018 - ars.usda.gov",2018
Beyond linear sequence comparisons: the use of genome-level characters for phylogenetic reconstruction,"… Figure 1 This reconstruction of the major branches of animal evolution is used to plot the 
numbers of taxa with complete genome sequences done and underway. The taxonomic 
ranks shown are arbitrary, split for illustration, but not meant to be consistent among the major …",https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2007.2234,"JL Boore, SI Fuerstenberg - … Transactions of the Royal …, 2008 - royalsocietypublishing.org",2008
Dogs cloned from adult somatic cells,"… Together with detailed sequence information generated by the canine-genome project 5,6 
, the ability to clone dogs by somatic-cell … Successful somatic-cell nuclear transfer (SCNT) 
depends on the quality, availability and maturation of the animal's unfertilized oocytes. Unlike …",https://www.nature.com/articles/436641a,"BC Lee, MK Kim, G Jang, HJ Oh, F Yuda, HJ Kim… - Nature, 2005 - nature.com",2005
The human genome project: a historical perspective,"… However, in my opinion, the statistical demands of mapping quantitative trait loci in human 
make this approach risky and we should increase our focus on more tractable animal 
models. The domestic dog offers a uniquely accessible pool of complex traits in the context of …",https://www.futuremedicine.com/doi/abs/10.1517/14622416.2.1.37,"C Mundy - Pharmacogenomics, 2001 - Future Medicine",2001
A BAC-based physical map of the chicken genome,"… We report here a genome-wide, BAC-based physical map of the chicken genome. The map 
was developed from BAC clones selected randomly from three large-insert BAC libraries 
constructed from DNA of an inbred Red Jungle Fowl line (UCD001) female (ZW) bird (Lee et al. …",https://genome.cshlp.org/content/13/12/2754.short,"C Ren, MK Lee, B Yan, K Ding, B Cox… - Genome …, 2003 - genome.cshlp.org",2003
Genome-wide SNP discovery from transcriptome of four common carp strains,"… In this project, we identified a large number of gene-associated SNPs from four strains of 
common carp using next-generation sequencing. … and genome coverage and serve as molecular 
“ruler” on the genome. With the development of genomic resources, abundant genome and …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0048140,"J Xu, P Ji, Z Zhao, Y Zhang, J Feng, J Wang, J Li… - PloS one, 2012 - journals.plos.org",2012
"Embryology, epigenesis and evolution: Taking development seriously","… (That said, the genome sequenced by Celera Genomics independent of the publicly funded 
Human Genome Project is, in fact, largely the genome of Celera’s former president, … Is the 
genome itself sufficient to produce a human animal? If not, what else is required besides DNA …",https://www.google.com/books?hl=zh-CN&lr=&id=WzTuZZ5BgpwC&oi=fnd&pg=PP1&dq=animal+genome+project&ots=8MWRH1_Qyn&sig=jMV0wJTB5tSfWEJAkLw9_4SX_Zw,JS Robert - 2004 - books.google.com,0
"The old man and the sea urchin genome: Theory and data in the work of Eric Davidson, 1969-2006","… Roy Britten was part of th genome project. The White Paper t that would compete with other 
seq 2002 included, among the stronge urchin, … any other animal (eg of phylogenetic position 
the sea urchi outgroup for assessment of what is anci functionality of our own genome, what i …",https://www.jstor.org/stable/23335114,"V Garcia-Deister - History and philosophy of the life sciences, 2011 - JSTOR",2011
"Bioethics methods in the ethical, legal, and social implications of the human genome project literature","While bioethics as a field has concerned itself with methodological issues since the early 
years, there has been no systematic examination of how ethics is incorporated into research 
on the Ethical, Legal and Social Implications ( ELSI ) of the Human G enome Project. Yet ELSI …",https://onlinelibrary.wiley.com/doi/abs/10.1111/bioe.12023,"RL Walker, C Morrissey - Bioethics, 2014 - Wiley Online Library",2014
Fluorescent protein candidate genes in the coral Acropora digitifera genome,"… The lack of the tripeptide in these two genes is likely due to gene prediction errors for these 
genes in the genome project. Recently, Alieva … least equal to those of other basal animal 
genome assemblies (eg, Srivastava et al., 2010 for a sponge genome). We were therefore able …",https://bioone.org/journals/Zoological-Science/volume-29/issue-4/zsj.29.260/Fluorescent-Protein-Candidate-Genes-in-the-Coral-Acropora-digitifera-Genome/10.2108/zsj.29.260.short,"C Shinzato, E Shoguchi, M Tanaka, N Satoh - Zoological science, 2012 - BioOne",2012
Massive changes of genome size driven by expansions of non-autonomous transposable elements,"… to exclude a few genome scaffolds that gave top hits with non-animal sequences and thus 
might result from cross-genome contaminations. … This project has been funded by two major 
grants of the Research Council of Norway, of which DC is the PI: 250005 accelerated evolution …",https://www.sciencedirect.com/science/article/pii/S0960982219301393,"M Naville, S Henriet, I Warren, S Sumic, M Reeve… - Current Biology, 2019 - Elsevier",2019
De novo assembly of the cattle reference genome with single-molecule sequencing,"… We present the new reference genome for cattle, ARS-UCD1.2, based on the same animal 
as the original to facilitate transfer … genome for taurine cattle by the US genomic evaluation 
system in December 2018 [41] and the 37 partner institutions of the 1000 Bull Genomes Project …",https://academic.oup.com/gigascience/article-abstract/9/3/giaa021/5810242,"BD Rosen, DM Bickhart, RD Schnabel, S Koren… - …, 2020 - academic.oup.com",2020
Sequencing and analysis of the giant panda genome,"… 2010, BGI officially launched the 1000 plant and animal reference genome project and 
called for collaboration from all over the world. The project aims to generate reference genomes 
for 1000 economical and scientifically important plant and animal species in two years (http://…",https://search.proquest.com/openview/0854cfab306eb74cf66851e624d3d17e/1?pq-origsite=gscholar&cbl=54335,"H Yang - Science China. Life sciences, 2010 - search.proquest.com",2010
The lactic acid bacteria genome project,"… In this project, we worked with the Joint Genome Institute (JGI), a high throughput sequencing 
facility run by the Department of Energy, to generate draft genome sequence for 11 microbial 
strains that are associated with fermented food, beverage, and probiotic industries in the …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2621.2004.tb17873.x,"DA Mills - Journal of food science, 2004 - Wiley Online Library",2004
The human genome project,"The century that opened with rediscoveries of Gregor Mendel's studies on patterns of inheritance 
in peas closed with a research project in molecular biology heralded as the initial and 
necessary step for attaining a complete understanding of the hereditary nature of humankind. …",https://seop.illc.uva.nl/entries/human-genome/,L Gannett - 2008 - seop.illc.uva.nl,0
The human genome encodes 10 α-crystallin–related small heat shock proteins: HspB1–10,"… the public International Human Genome Sequencing Consortium (IHGSC) and the private 
Celera human genome project were exhaustively … Repeating the search procedure with all 
10 proteins and with a variety of more distantly related animal sHsps, no further human sHsps …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC514853/,"G Kappé, E Franck, P Verschuure… - Cell stress & …, 2003 - ncbi.nlm.nih.gov",2003
Two-stage genome-wide association study identifies integrin beta 5 as having potential role in bull fertility,"… Recent advances in animal genome sequencing and associated technologies are providing 
new insights into the genomics study of gametes and embryos [11–14]. For instance, 
high-throughput technologies, including massively parallel expression and protein quantification, …",https://link.springer.com/article/10.1186/1471-2164-10-176,"JM Feugang, A Kaya, GP Page, L Chen, T Mehta… - BMC genomics, 2009 - Springer",2009
"The i5K Initiative: advancing arthropod genomics for knowledge, human health, agriculture, and the environment","… and carrying out an arthropod genome project, 3) training scientists in the tools needed and 
standards expected for genome projects, 4) … and have joined forces with like-minded colleagues 
at meetings focused on animal genomics, insect evolution, and genomic tools (eg, iPlant …",https://academic.oup.com/jhered/article-abstract/104/5/595/906277,"i5K Consortium - Journal of Heredity, 2013 - academic.oup.com",2013
Animal cellulases,"… lose-digesting invertebrates, but this research did little to change the general view concerning 
animal cellulose digestion. Thanks to recent developments in molecular biology, the existence 
of cellulases of animal origin has been firmly established. To date, cellulase genes have …",https://link.springer.com/article/10.1007/PL00000931,"H Watanabe, G Tokuda - Cellular and Molecular Life Sciences CMLS, 2001 - Springer",2001
Sequencing of a New Target Genome: the Pediculus humanus humanus (Phthiraptera: Pediculidae) Genome Project,"… A genome project for body lice would provide the necessary core information in regards to 
novel target sites for improved head and body … The Drosophila genome project showed that 
olfactory receptors are species specific and are represented by a diverse and rich set of gene …",https://academic.oup.com/jme/article-abstract/43/6/1103/889089,"BR Pittendrigh, JM Clark, JS Johnston… - Journal of Medical …, 2006 - academic.oup.com",2006
Reorganizing of Monoclonal Antibodies Process in the Era of Human Genome Cloning,"… In the last few years, the research and development of new gene products related to the 
human genome project has emphasized the use of monoclonal antibodies (… We describe here 
some strategic actions we have applied to the Mab project to obtain more reliable reagents. …",https://link.springer.com/chapter/10.1007/978-94-010-0369-8_101,"A Maio, N De Bernardi, C De Mattei… - Animal Cell Technology …, 2001 - Springer",2001
Target discovery,"… Furthermore, the emergence of molecular biology and the completion of the human genome 
project have failed to produce the expected … In reality, this is normally unethical and/or 
impractical, which means that we must use cellular and/or animal models. These models, which …",https://www.nature.com/articles/nrd1202,"MA Lindsay - Nature Reviews Drug Discovery, 2003 - nature.com",2003
Mitogenomes from The 1000 Genome Project reveal new Near Eastern features in present-day Tuscans,"… The variants obtained using the GATK pipeline on The 1000 Genome Project data are in VCF 
format, … software for the variants of the mitogenomes extracted from The 1000 Genome 
Project. … From The 1000 Genome Project raw data we obtained coverage and mapping quality …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0119242,"A Gómez-Carballa, J Pardo-Seco, J Amigo… - PLoS …, 2015 - journals.plos.org",2015
New porcine microRNA genes found by homology search,"… search in the pig genome on the National Animal Genome Research Program (NAGRP) 
BLAST server (http://www.animalgenome.org/blast/). … On the other hand, the orthologues may 
not be in the pig genome database yet, since the pig genome project has not been completely …",https://cdnsciencepub.com/doi/abs/10.1139/g06-120,"HJ Kim, XS Cui, EJ Kim, WJ Kim, NH Kim - Genome, 2006 - cdnsciencepub.com",2006
Genetic dissection of phenotypic diversity in farm animals,"… an important component in the human genome project. The numbers of ESTs reported in 
farm animal species are small compared with … Comparative mapping to exploit the wealth of 
map information from other species is therefore an important component of farm animal genome …",https://www.nature.com/articles/35052563,"L Andersson - Nature Reviews Genetics, 2001 - nature.com",2001
Creating cell and animal models of human disease by genome editing using CRISPR/Cas9,"… Aiming to find the sequences of all human genes and study their function, as well as 
investigate the effects of gene mutation on the occurrence of human diseases, the Human 
Genome Project was initiated in 1990 and completed in 2003.According to data published by the …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jgm.3082,"A Zarei, V Razban, SE Hosseini… - The journal of gene …, 2019 - Wiley Online Library",2019
Whole-genome sequences of 35 incompatibility group I1 plasmid-carrying Salmonella enterica isolates from food animal and clinical sources,"… Overnight bacterial growth from individual isolates was scraped from the plate with a 1-μl 
inoculating loop and added to 180 μl animal tissue … This whole-genome shotgun project has 
been deposited at DDBJ/ENA/GenBank under the accession numbers listed in Table 1, and the …",https://journals.asm.org/doi/abs/10.1128/mra.00831-19,"NH Aljahdali, PR Kaldhone, SL Foley… - Microbiology resource …, 2019 - Am Soc Microbiol",2019
100K Pathogen Genome Project: 306 Listeria Draft Genome Sequences for Food Safety and Public Health,"… monocytogenes genome sequences as part of the 100K Pathogen Genome Project. These 
… The 100K Pathogen Genome Project is large-scale sequencing effort focused on producing 
… DNA sequencing for pathogens of relevance to animal and human health associated with …",https://journals.asm.org/doi/abs/10.1128/genomeA.00967-16,"P Chen, N Kong, B Huang, K Thao, W Ng… - Genome …, 2017 - Am Soc Microbiol",2017
Genome-scale functional characterization of Drosophila developmental enhancers in vivo,"… This work provides global insights into the organization of an animal regulatory genome 
and the make-up of enhancer sequences and … We thank members of the Dickson laboratory 
VT project for cloning the candidate regions and generating transgenic flies and the VDRC (…",https://www.nature.com/articles/nature13395,"EZ Kvon, T Kazmar, G Stampfel, JO Yáñez-Cuna… - Nature, 2014 - nature.com",2014
The survey and reference assisted assembly of the Octopus vulgaris genome,"… Throughout its distribution range, the animal undertakes limited seasonal migrations: mostly 
… of the neural structures underlying behavioural plasticity in this animal 6,7 . Based on this 
… their generous support at an earlier stage of this project. The contribution of the State Key …",https://www.nature.com/articles/s41597-019-0017-6,"I Zarrella, K Herten, GE Maes, S Tai, M Yang… - Scientific data, 2019 - nature.com",2019
A navigator for human genome epidemiology,"… Publicly available genetic sequence databases have demonstrated their value in accelerating 
the Human Genome Project and advancing … the HuGE Navigator database, as well as other 
PubMed abstracts, and evidence from animal models in the NCBI Entrez Gene database. …",https://www.nature.com/articles/ng0208-124,"W Yu, M Gwinn, M Clyne, A Yesupriya, MJ Khoury - Nature genetics, 2008 - nature.com",2008
Genome-wide identification of novel microRNAs and their target genes in the human parasite Schistosoma mansoni,"… In addition, we performed BLASTn to search using the 11,796 animal pre-miRNA sequences 
that … Third, 13,278 mature miRNAs of animal were aligned against the sequences and no 
more … mansoni genome project is funded by the Wellcome Trust and the National Institutes for …",https://www.sciencedirect.com/science/article/pii/S0888754311001315,"M de Souza Gomes, MK Muniyappa, SG Carvalho… - Genomics, 2011 - Elsevier",2011
The human genome project: its implications in clinical medicine,"This excerpt from the January 15, 2001 issue of Time magazine aptly sums up the public 
perception about the implications of the Human Genome Project in the future practice of medicine. 
How this revolution is going to be brought about, and in what time frame, is the subject of …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1084.4339&rep=rep1&type=pdf,"RD Lele - JOURNAL-ASSOCIATION OF PHYSICIANS OF INDIA, 2003 - Citeseer",2003
GRaDL: A Framework for Animal Genome Sequence Classification with Graph Representations and Deep Learning,"… data can immensely advance the field of animal disease diagnostics and This project is 
funded by US Department of Agriculture (USDA) … Real world animal genome sequences are 
contrary to datasets used in this work. They comprise of multiple pathogen sequences and the …",https://ieeexplore.ieee.org/abstract/document/9356155/,"S Narayanan, A Ramachandran… - 2020 19th IEEE …, 2020 - ieeexplore.ieee.org",2020
Draft Genome Sequences of Four Antibiotic-Resistant Salmonella Strains Isolated from Australian Red Meat Animal Species,"… The widespread use of antibiotics in animal husbandry has resulted … The whole-genome 
shotgun project sequences of Salmonella strains 329, 632, 2581, and 2470 have been 
deposited at DDBJ/ENA/GenBank under the accession numbers listed in Table 1. …",https://journals.asm.org/doi/abs/10.1128/MRA.00925-19,"A Sarjit, JT Ravensdale, R Coorey… - Microbiology …, 2019 - Am Soc Microbiol",2019
