title,content,url,sub_title,year
Chinese institute makes bold sequencing play,"… further collaborative projects worldwide, including the 1,000 plant and animal reference project, 
to which BGI has pledged $100 million; the … microbial genomes project; and the Chinese 
Cancer Genome project. BGI has already established itself as an important genome center …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7097335/,"J Fox, J Kling - Nature biotechnology, 2010 - ncbi.nlm.nih.gov",2010
"Chinese Genomics Firm Expands Operations: BGI Americas Provides Sales and Customer Support in North, South, and Central America","… breadth of BGI’s capabilities, “we offer a comprehensive set of services, including a full range 
of genomic sequencing (whole genome, de … Davis) to sequence genomes important in the 
areas of food security, human and animal health, and biodiversity and environmental health. …",https://www.liebertpub.com/doi/full/10.1089/gen.31.15.04,"C Potera - Genetic Engineering & Biotechnology News, 2011 - liebertpub.com",2011
Chinese bioscience: the sequence factory,"… the BGI or its expanding list of collaborators wants to sequence (see 'Mass production'). It has 
launched projects to tackle 10,000 microbial genomes and those of 1,000 plants and animals 
… Wang himself quips that the BGI brings little intellectual capital into projects: ""We are the …",https://www.nature.com/articles/464022a,"D Cyranoski - Nature News, 2010 - nature.com",2010
"Fish-T1K (Transcriptomes of 1,000 Fishes) Project: large-scale transcriptome data for fish evolution studies","… of this project has produced transcriptomes from more than 180 ray-finned fishes, representing 
142 species and covering 51 orders and 109 families. Here we provide an overview of the 
goals of this project … In addition to the head office at BGI in Shenzhen, China, we have also …",https://academic.oup.com/gigascience/article-abstract/5/1/s13742-016-0124-7/2720980,"Y Sun, Y Huang, X Li, CC Baldwin, Z Zhou, Z Yan… - …, 2016 - academic.oup.com",2016
"A tale of two genome institutes: qualitative networks, charismatic voice, and R&D strategies—juxtaposing GIS Biopolis and BGI","… qualitative networks, by juxtaposing the case of another well-known genome institute, BGI in 
Shenzhen, China. I will do so in a slightly … BGI, that no institute or country can do this research 
alone, that all the animal model genomes were done by international consortia, that BGI …",https://journals.sagepub.com/doi/abs/10.1177/0971721818762876,"MMJ Fischer - Science, Technology and Society, 2018 - journals.sagepub.com",2018
Comparison of next-generation sequencing systems,"… first-hand experience in these typical NGS systems in BGI (Beijing Genomics Institute). … 
projects like 1000 Animal and Plant Genome project, the MetaHIT project, Yanhuang project, … 
genome project), Ancient human genome, 1000 Mendelian Disorders Project, Genome 10 K …",https://www.hindawi.com/journals/biomed/2012/251364/abs/,"L Liu, Y Li, S Li, N Hu, Y He, R Pong, D Lin… - Journal of Biomedicine …, 2012 - hindawi.com",2012
De novo genome assembly: what every biologist should know,"… The Shenzhen, China–based global sequencing center BGI has set itself a goal of 
sequencing a million human genomes, a million microbe genomes and another million plant and 
animal genomes. Researchers are even eager to do de novo assembly on human genomes, the …",https://www.nature.com/articles/nmeth.1935,"M Baker - Nature methods, 2012 - nature.com",2012
A brief utilization report on the Illumina HiSeq 2000 sequencer,"… BGI has managed to convert the full sequencing power from 20 Genome Analyzer II (GA) to, 
… BGI is now running a huge genome project called “1000 Animal and Plant Genome Project”, 
… other genome centers, most of the sequencing power of BGI is focused on human genomes. …",https://www.tandfonline.com/doi/abs/10.1080/21501203.2011.615871,"L Liu, N Hu, B Wang, M Chen, J Wang, Z Tian, Y He… - Mycology, 2011 - Taylor & Francis",2011
The international Human Genome Project (HGP) and China's contribution,"… Center (Shanghai), the Human Genomics Center of the Institute of Genetics, Chinese 
Academy of Sciences, and BGI, as well as Xi’an Jiaotong University, Southeast China University, 
and other institutions. BGI was responsible for providing all BAC clones after careful selection …",https://link.springer.com/article/10.1007/s13238-017-0474-7,"X Wang, Z Xia, C Chen, H Yang - Protein & cell, 2018 - Springer",2018
Opening the door to comparative plant biology,"… rice nuclear genome, and also of both the chloroplast and mitochondrial organellar genomes. 
The estimate of genome size with the 4x BGI data … About one-third of the genes found in 
these two plant species are not found in any fungal or animal genome sequenced so far. These …",https://science.sciencemag.org/content/296/5565/60.summary,"J Bennetzen - Science, 2002 - science.sciencemag.org",2002
Draft genome of the milu (Elaphurus davidianus),"… All these estimated genome sizes are within the range of C values (2.22 to 3.44) reported for 
Cervidae in the Animal Genome Size … collection and utility protocols were approved by the 
Northwestern Polytechnical University and BGI-Shenzhen Laboratory Animal Care and Use …",https://academic.oup.com/gigascience/article-abstract/7/2/gix130/4757066,"C Zhang, L Chen, Y Zhou, K Wang, LG Chemnick… - …, 2018 - academic.oup.com",2018
"China is initiating the aquatic 10-100-1,000 genomics program","… the absolute prominence of genome sequencing from BGI Fisheries, we are initiating the 
China Aquatic 10-100-1,000 Genomics Program for a … Program will eventually contribute to 
breeding of new varieties, control of animal diseases, conservation of endangered species, and …",https://link.springer.com/content/pdf/10.1007/s11427-016-0273-9.pdf,"Y Liu, P Xu, J Xu, Y Huang, Y Liu, H Fang, Y Hu… - Science China Life …, 2017 - Springer",2017
"Draft genome of the lined seahorse, Hippocampus erectus","… All animal experiments conformed to the guidelines of the Animal Ethics Committee and 
were approved by the Institutional Review Board on Bioethics and Biosafety of BGI (approval 
ID: FT16091). Seven libraries, including three short-insert libraries (200, 500, and 800 bp) and …",https://academic.oup.com/gigascience/article-abstract/6/6/gix030/3748232,"Q Lin, Y Qiu, R Gu, M Xu, J Li, C Bian, H Zhang… - …, 2017 - academic.oup.com",2017
China's bid to be a DNA superpower,"… including to sequence the genomes of one million people, one million plants and animals 
and one million microbial … Genomics technology and is set to begin shipping this year. Yiwu 
He, BGI's new global head of research, says that the system can sequence a human genome …",https://www.nature.com/articles/534462a,"D Cyranoski - Nature News, 2016 - nature.com",2016
Gene Dream,"… If it lives, plant or animal, BGI have either mapped its genome or are on the way to doing so. 
BGI maps more genomic data than anywhere … She speaks with passion and zeal about BGI’s 
potential to change the world in a variety of ways: “I think BGI is in the leading group doing …",https://www.ingentaconnect.com/content/woc/woc/2014/00000004/00000005/art00006,"O Carlos - The World of Chinese, 2014 - ingentaconnect.com",2014
Genomics Rejuvenate Bio-Technology-Equal Opportunities and Uneven Challenges: A View from China,"… And this historical background was briefly presented in the plant and animal Genomics 
Meet in Santiago, and later at Tripoli and Boston. … Then BGI, organized the first large-scale 
genome-sequencing project in China wherein the China group completed 42Mb of human …",http://www.ris.org.in/images/RIS_images/pdf/asianbio2002_binliu.pdf,"B Liu - … and development: challenges and opportunities for …, 2004 - ris.org.in",2004
"DEVELOPMENTS IN DESIGN, FABRICATION, AND PRODUCTION","… to sequence a genome in a week for thousands of dollars—resulting in an explosion of 
genome data. By means … genomes project, which involves looking at 2500 human genomes for 
genetic variation, and the 1000 plant and animal genomes reference project conducted by BGI …",https://www.ncbi.nlm.nih.gov/books/NBK56624/,"National Research Council - Trends in Science and Technology …, 2011 - ncbi.nlm.nih.gov",2011
Welcome to the-omics era of the 21st century: will Proteus anguinus finally reveal all its mysteries?,"… on the spur of the moment, to present to BGI the most iconic Slovenian animal, proteus. 
Since proteus has a huge genome— at the time of my presenting the idea, it was estimated to 
be 15 times bigger than the human genome— this daring idea required quite a bit of convincing …",https://ojs.zrc-sazu.si/carsologica/article/view/8009,"J Mulec - Acta Carsologica, 2020 - ojs.zrc-sazu.si",2020
"Whole-Genome Sequencing of the Giant Devil Catfish, Bagarius yarrelli","… yarrelli in this study with a reported chromosome-level genome of the channel catfish (Ictalurus 
punctatus; Liu et al. ), we also performed a synteny analysis of these two genome 
assemblies using Lastz (version 1.02, Harris 2007) with only considering the reliable aligned …",https://academic.oup.com/gbe/article-abstract/11/8/2071/5528502,"W Jiang, Y Lv, L Cheng, K Yang, C Bian… - Genome biology and …, 2019 - academic.oup.com",2019
"Draft genome of the Chinese mitten crab, Eriocheir sinensis","… We report the first genome sequencing, assembly, and annotation of the Chinese mitten crab. 
The assembled draft genome will provide a valuable … In our calculations, N was 789,326,187 
and K_depth was 40; therefore, the crab genome size was estimated to be 1.66 Gb. …",https://academic.oup.com/gigascience/article-abstract/5/1/s13742-016-0112-y/2720969,"L Song, C Bian, Y Luo, L Wang, X You, J Li, Y Qiu… - …, 2016 - academic.oup.com",2016
Update on the International Goat Genome Consortium Projects,"… ) Resequencing project of more than 100 goats (BGI) and 4) designs of new SNP chips to 
accommodate the needs of very large scale genotyping projects (ie breed characterization at 
an international scale and genomic selection). Information and discussion about new projects …",https://hal.inrae.fr/hal-02800945,"G Tosser-Klopp, MF Rothschild, HJ Huson… - … and Animal Genome, 2015 - hal.inrae.fr",2015
Lessons for livestock genomics from genome and transcriptome sequencing in cattle and other mammals,"… data on 4010 US registered Angus animals to WGS using Run4 of the 1000 Bull Genomes 
Project and assessing the accuracy of … samples (ie, ~33,985,519) that were run as a single 
experiment at BGI. De novo assembly of these reads yielded a total of 43,961 contigs, with an …",https://link.springer.com/article/10.1186/s12711-016-0237-6,"JF Taylor, LK Whitacre, JL Hoff, PC Tizioto… - Genetics Selection …, 2016 - Springer",2016
Big data: astronomical or genomical?,"… With these genomes, plus those of thousands of individuals of “high value” species for energy, 
environmental, and agricultural reasons, we estimate that there will be at least 2.5 million 
plant and animal genome sequences by 2025. For example, the genomics powerhouse BGI, …",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002195,"ZD Stephens, SY Lee, F Faghri, RH Campbell… - PLoS …, 2015 - journals.plos.org",2015
Earth BioGenome Project: Sequencing life for the future of life,"… Some of them have already led or currently lead large-scale genome projects, such as those 
at the Sanger Center (the United Kingdom) and BGI (China). The community of interested 
scientists is rapidly growing, and there is strong international support for this effort (12). In the …",https://www.pnas.org/content/115/17/4325.short,"HA Lewin, GE Robinson, WJ Kress… - Proceedings of the …, 2018 - National Acad Sciences",2018
It's more than stamp collecting: how genome sequencing can unify biological research,"… plant genomes [90]. Perhaps the greatest ambition for sampling the tree of life is the BGI 
1000 plant and animal genomes project and related support of the Genome 10K project. 
Despite these efforts, there are still many holes in the initiatives. GIGA, the Global Invertebrate …",https://www.sciencedirect.com/science/article/pii/S0168952515000888,"S Richards - Trends in Genetics, 2015 - Elsevier",2015
"CottonGen: a genomics, genetics and breeding database for cotton research","… (D5) genome JGI assembly v2.0 (annot v2.1)’ (6) (referred to hereafter as the JGI version) 
and the ‘Gossypium raimondii (D5) Draft Genome BGI-CGP v1.0 Assembly & Annotation’ (7) 
(referred to hereafter as the draft BGI … and the Plant and Animal Genome Conferences. Book …",https://academic.oup.com/nar/article-abstract/42/D1/D1229/1046782,"J Yu, S Jung, CH Cheng, SP Ficklin, T Lee… - Nucleic acids …, 2014 - academic.oup.com",2014
Genomes and evolutionary genomics of animals,"… , such as BGI-1,000 Plant and Animal Reference Genomes Project, Genome 10K Project, 
i5k Insect and other Arthropod … animals, we searched the relevant literatures and such main 
genome projects and databases as BGI-1,000 Plant and Animal Reference Genomes Project …",https://academic.oup.com/cz/article-abstract/59/1/87/1811485,"L Song, W Wangs - Current Zoology, 2013 - academic.oup.com",2013
Old oak's youthful genome revealed,"… Animals shield their reproductive cells from these mutations by isolating them early in 
development. These cells, called the germ line, then … milestone for both BGI and the field,” says 
Ruiqiang Li, who used to work for BGI and is now chief executive of a competing genomics firm, …",http://education.expasy.org/cours/PO17421/publications/Oak_mutation_resistant.pdf,"H LEDFORD - Nature, 2017 - education.expasy.org",2017
China's genomics giant to make stock-market debut,"… “It's a milestone for both BGI and the field,” says Ruiqiang Li, who used to work for BGI and is 
now chief executive of competing genomics … more low-hanging fruit — sequencing the whole 
genome of a plant or animal, for example, were large projects with big profit margins. Now, …",https://www.nature.com/articles/546461,"D Cyranoski - Nature News, 2017 - nature.com",2017
The complete mitochondrial genome of Florida gar (Lepisosteus platyrhincus),"… followed the guidelines of the Animal Ethics and were approved by the Institutional Review 
Board on Bioethics and Biosafety of BGI. … Moreover, to further verify the reliability of the 
newly acquired sequence and its annotation, we downloaded complete mitochondrial genome …",https://www.tandfonline.com/doi/abs/10.1080/23802359.2016.1144092,"H Yu, J Li, Z Ruan, X Ma, J Zhang, M Wang… - … DNA Part B, 2016 - Taylor & Francis",2016
Pig genome sequence-analysis and publication strategy,"The pig genome is being sequenced and characterised under the auspices of the Swine Genome 
Sequencing Consortium. The sequencing strategy followed a hybrid approach combining 
hierarchical shotgun sequencing of BAC clones and whole genome shotgun sequencing…",https://link.springer.com/article/10.1186/1471-2164-11-438,"AL Archibald, L Bolund, C Churcher, M Fredholm… - BMC genomics, 2010 - Springer",2010
The plant genome: an evolutionary perspective on structure and function,"… through initiatives like the SOL-100 project (the project of the SOL Genomics Network [SGN] 
to sequence 100 genomes from Solaneacea; see http:… of the Beijing Genomics Institute–Hong 
Kong (BGI–HK) to sequence 1000 plant and animal genomes (http://www. genomics. cn/en/…",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-313X.2011.04564.x,"E Pichersky, T Gerats - The Plant Journal, 2011 - Wiley Online Library",2011
"The Sheep Genome Reference Sequence, A Work in Progress","… sheep genome at the ISGC workshop held in January 2009 at the Plant and Animal 
Genome Conference in San Diego California. … To assist in characterisation of the transcribed 
component of the genome, BGI Shenzhen has completed generation of approximately 15 Gb of …",https://publications.csiro.au/rpr/download?pid=csiro:EP102335&dsid=DS2,"BP Dalrymple, T Faraut, JW Kijas, JF Maddox… - publications.csiro.au",0
Human Genomics in Asia,"… , contributing toward sequencing of 1% of the human genome. The Beijing Genomics Institute 
(BGI) has become a global sequencing powerhouse that sequenced the first Asian human 
genome, and a number of plant and animal genomes, such as rice, silkworm, chicken, and …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7151956/,"H Chen, T Pang - International Encyclopedia of the Social & …, 2015 - ncbi.nlm.nih.gov",2015
Opening the door to comparative plant biology.(Perspectives: the rice genome),"… the TMRI and BGI projects are providing their data for inspection and use by any interested 
parties at www.tmri.org and http://btn.genomics.org.… About one-third of the genes found in 
these two plant species are not found in any fungal or animal genome sequenced so far. These …",https://go.gale.com/ps/i.do?id=GALE%7CA85241336&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00368075&p=HRCA&sw=w,"J Bennetzen - Science, 2002 - go.gale.com",2002
The survey and reference assisted assembly of the Octopus vulgaris genome,"… ) a systematic analysis of the neural structures underlying behavioural plasticity in this animal 
6,7 . Based on this contribution, the anatomy … the recommended phenol-chloroform extraction 
protocol by the Beijing Genomics Institute (BGI)-Shenzhen. Briefly, tissue lysis occurred …",https://www.nature.com/articles/s41597-019-0017-6,"I Zarrella, K Herten, GE Maes, S Tai, M Yang… - Scientific data, 2019 - nature.com",2019
The Genome 10K Project: a way forward,"… We summarize the status of known vertebrate genome projects, recommend standards for 
pronouncing a genome as … Genome 10K. The endeavor is ambitious, bold, expensive, and 
uncertain, but together the Genome 10K Consortium of Scientists and the worldwide genomics …",https://www.annualreviews.org/doi/abs/10.1146/annurev-animal-090414-014900,"…, Genome 10K Community of Scientists… - Annu. Rev. Anim …, 2015 - annualreviews.org",2015
"Draft genome of the protandrous Chinese black porgy, Acanthopagrus schlegelii","… We provide a draft genome assembly of the Chinese black porgy and discuss the 
potential genetic mechanisms of sex change. These data are also an important resource for 
studying the biology and for facilitating breeding of this economically important fish. …",https://academic.oup.com/gigascience/article-abstract/7/4/giy012/4909814,"Z Zhang, K Zhang, S Chen, Z Zhang, J Zhang… - …, 2018 - academic.oup.com",2018
The complete mitochondrial genome of horn-nosed boxfish (Ostracion rhinorhynchos),"… In this study, we first reported its whole mitochondrial genome sequence. The complete … In 
this study, we first reported the whole mitochondrial genome sequence of O. rhinorhynchos (… 
We would like to thank Chuanyu Guo from BGI, Shenzhen for collecting precious samples for …",https://www.tandfonline.com/doi/abs/10.1080/23802359.2015.1137844,"Y Huang, X Zhao, Z Ruan, M Wang, J Xu… - … DNA Part B, 2016 - Taylor & Francis",2016
"Beautiful genes, beautiful plants","… of one million humans, one million plant and animal species, and a million microorganisms. 
China is now considered a world leader in genome sequencing: we will complete the 
Three Million Genomes Project, but like all major genomics projects, we cannot do it alone. …",https://nph.onlinelibrary.wiley.com/doi/abs/10.1002/ppp3.8,"H Yang, X Wang, J Tian - Plants, People, Planet, 2019 - Wiley Online Library",2019
"The i5K Initiative: advancing arthropod genomics for knowledge, human health, agriculture, and the environment","… Members of the i5K Consortium have given presentations and led discussions at each of the 
major international entomology meetings since inception and have joined forces with 
like-minded colleagues at meetings focused on animal genomics, insect evolution, and genomic …",https://academic.oup.com/jhered/article-abstract/104/5/595/906277,"i5K Consortium - Journal of Heredity, 2013 - academic.oup.com",2013
Fish Genomics,"… genomics, our lab (Shenzhen Key Lab of Marine Genomics), affiliated with BGI (the largest 
genomic research center in the world), has been par ticipating in genome studies on over 30 
aquatic animals… scale projects, both announced by BGI with great facilitation of fish genomics …",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119143802.ch79,"Y Huang, C Bian, Y Liu, X You, H Yu… - Encyclopedia of …, 2020 - Wiley Online Library",2020
Whole genome sequencing of the blue tilapia (Oreochromis aureus) provides a valuable genetic resource for biomedical research on tilapias,"… (water salinity of 5~8‰) of the BGI-Marine tilapia aquaculture base in Fengpo Town, … animal 
experiments were performed in accordance with the guidelines of the Animal Ethics Committee 
and were approved by the Institutional Review Board on Bioethics and Biosafety of BGI …",https://www.mdpi.com/487834,"C Bian, J Li, X Lin, X Chen, Y Yi, X You, Y Zhang, Y Lv… - Marine drugs, 2019 - mdpi.com",2019
The Pig genome project has plenty to squeal about,"… An updated sequence alignment (build 10) incorporating 24× coverage with Illumina whole 
genome shotgun (WGS) reads from BGI, 1× … variety of research fields including animal 
genetic evaluation, whole-genome association, LD mapping, population genetics and evolution …",https://www.karger.com/Article/Abstract/324043,"B Fan, DM Gorbach, MF Rothschild - Cytogenetic and genome research, 2011 - karger.com",2011
From marine venoms to drugs: Efficiently supported by a combination of transcriptomics and proteomics,"… found that unlike the databases for venom terrestrial animals (ie, scorpions, spiders and 
snakes… There were 4455 toxin sequences identified from venomous marine animals, 87% of 
which … in Figure 2, which is modified from a standard procedure at BGI [30]. In brief, raw reads are …",https://www.mdpi.com/189018,"B Xie, Y Huang, K Baumann, BG Fry, Q Shi - Marine drugs, 2017 - mdpi.com",2017
The locust genome provides insight into swarm formation and long-distance flight,"… Here we present a draft 6.5 Gb genome sequence of Locusta migratoria, which is the largest 
animal genome sequenced so far. Our findings indicate that the large genome size of L. 
migratoria is likely to be because of transposable element proliferation combined with slow rates …",https://www.nature.com/articles/ncomms3957?origin=ppub,"X Wang, X Fang, P Yang, X Jiang, F Jiang… - Nature …, 2014 - nature.com",2014
Perspectives from the avian phylogenomics project: questions that can be answered with sequencing all genomes of a vertebrate class,"… genomes (out of an estimated 66,000 species) within 5–10 years (8, 9). Sequencing 
companies, such as BGI in China, began ambitious projects to sequence many animal and plant 
genomes… In 2010, BGI offered to collaborate with the G10K Consortium on the sequencing of the …",https://www.annualreviews.org/doi/abs/10.1146/annurev-animal-021815-111216,"ED Jarvis - Annual Review of Animal Biosciences, 2016 - annualreviews.org",2016
Design and characterization of a 52K SNP chip for goats,"… projects consolidated as the International Goat Genome Consortium, we have identified 
approximately twelve million high quality SNP variants in the goat genome … It included most of 
the animals that had been used for SNP discovery and the animal used for reference genome …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0086227,"…, W Zhang, International Goat Genome Consortium - PloS one, 2014 - journals.plos.org",2014
Starting up biology in China: Performances of life at BGI,"… I am also grateful to other BGI employees who agreed to be interviewed. During 2014, the 
first round of fieldwork for this project was … Participating in the Human Genome Project was 
a radical idea in China, and BGI remained a small enterprise with fifty employees, limited …",https://www.journals.uchicago.edu/doi/abs/10.1086/699235,"H Stevens - Osiris, 2018 - journals.uchicago.edu",2018
The complete mitochondrial genome of Eastern paradise fish (Polynemus dubius),"… Although its whole genome is not available, we first obtained its complete mitochondrial 
genome through next-generation sequencing. The length of its mitochondrial genome is 16 
568 bp with 13 protein-coding genes, two rRNA genes, 22 tRNA genes and one control region. …",https://www.tandfonline.com/doi/abs/10.1080/23802359.2016.1144094,"J Li, H Yu, Z Ruan, X Ma, J Zhang, M Wang… - … DNA Part B, 2016 - Taylor & Francis",2016
The oyster genome reveals stress adaptation and complexity of shell formation,"… The polymorphism combining inbred and wild (among four haplotypes) was 2.3%, higher 
than that in most studied animal genomes 20,21 but comparable to that in known high-polymorphism 
species 7 . In inbred and wild, we found 3,094 short indels located in coding regions …",https://www.nature.com/articles/nature11413,"G Zhang, X Fang, X Guo, LI Li, R Luo, F Xu, P Yang… - Nature, 2012 - nature.com",2012
The sequence and analysis of a Chinese pig genome,"… Since a clear genetic background is of crucial importance in developing an effective animal 
model, although the genome sequence of Duroc swine generated by the International Swine 
Genome Sequencing Consortium (SGSC) has been publicly available for years [11], it is still …",https://academic.oup.com/gigascience/article-abstract/1/1/2047-217X-1-16/2656144,"X Fang, Y Mu, Z Huang, Y Li, L Han, Y Zhang… - …, 2012 - academic.oup.com",2012
"Whole genome sequencing of Chinese clearhead icefish, Protosalanx             hyalocranius","… Here, we provide the whole genome sequence of this surface-dwelling fish and generated a 
draft genome assembly, aiming at exploring … We report the first draft genome of the Chinese 
clearhead icefish. The genome assembly will provide a solid foundation for further molecular …",https://academic.oup.com/gigascience/article-abstract/6/4/giw012/3051928,"K Liu, D Xu, J Li, C Bian, J Duan, Y Zhou, M Zhang… - …, 2017 - academic.oup.com",2017
The American paddlefish genome provides novel insights into chromosomal evolution and bone mineralization in early vertebrates,"… -genome sequencing to obtain a high-quality genome assembly of the American paddlefish 
at a chromosome level. With this genome and the … in this study were approved by the Animal 
Care and Use Committee of the YFI of CAFS, China (Animal Welfare Assurance No. YF001). …",https://academic.oup.com/mbe/article-abstract/38/4/1595/6040740,"P Cheng, Y Huang, Y Lv, H Du, Z Ruan… - Molecular biology …, 2021 - academic.oup.com",2021
"Comparative phylogenomics, a stepping stone for bird biodiversity studies","… for plant and animal genomes between 2008 and 2012, including the first batch of 101 vertebrate 
genomes at BGI for the Genome 10K … A simplified approach was developed specifically 
for sequencing of bird genomes for the Avian Phylogenomic Project [18]. It only uses two …",https://www.mdpi.com/498768,"J Stiller, G Zhang - Diversity, 2019 - mdpi.com",2019
A chromosome-level genome assembly of the Mandarin fish (Siniperca chuatsi),"… Here, we performed whole-genome sequencing and assembled a 758.78 Mb genome 
assembly of the mandarin fish, with the scaffold and contig N50 values reaching 2.64 … Written 
informed consent was obtained from the owners for the participation of their animals in this study. …",https://www.frontiersin.org/articles/10.3389/fgene.2021.671650/full,"W Ding, X Zhang, X Zhao, W Jing, Z Cao, J Li… - Frontiers in …, 2021 - frontiersin.org",2021
The sequencing superpower,"… --including to sequence the genomes of one million people, one million plants and animals 
and one million microbial … Genomics technology and is set to begin shipping this year. Yiwu 
He, BGI's new global head of research, says that the system can sequence a human genome …",https://go.gale.com/ps/i.do?id=GALE%7CA456095075&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=00280836&p=HRCA&sw=w,"D Cyranoski - Nature, 2016 - go.gale.com",2016
First Gene-Edited Dogs Reported in China: What Do Gene-Edited Dogs Say About Human Life?,"… Genomics Laboratory, an initiative seeking the genetic basis of intelligence by analyzing the 
DNA of 2000 gifted children. BGI was created in 1999 so that China could participate in the 
Human Genome Project… ) and manipulate (engineer/edit) animal life means that human life is …",https://journals.library.columbia.edu/index.php/bioethics/article/view/6735,"J Bolzon - Voices in Bioethics, 2015 - journals.library.columbia.edu",2015
,,,A Mahmoud - 2010 - Nature Publishing Group,0
Whole genome sequencing of the giant grouper (Epinephelus lanceolatus) and high-throughput screening of putative antimicrobial peptide genes,"… Most of the genomes of economic crops or animals have focused on growth traits. While 
some fish genome projects found immune genes that were lost (elephant shark [49], Atlantic 
cod [40]) or expanded (large yellow croaker [50]), we performed this project to screen putative …",https://www.mdpi.com/523370,"D Wang, X Chen, X Zhang, J Li, Y Yi, C Bian, Q Shi… - Marine drugs, 2019 - mdpi.com",2019
Big data: The power of petabytes,"… However, the effects of these mutations were often determined from cell culture or animal 
models, or even theoretical predictions, … In July, Jun Wang stepped down as chief executive 
of BGI to start up an organization to analyse BGI's planned million-genome cohort alongside …",https://www.nature.com/articles/527S2a,"M Eisenstein - Nature, 2015 - nature.com",2015
