title,content,url,sub_title,year
华大基因的大数据变革,"… 摘要：新一代测序技术产生的海量基因组数据，给研究人员带来了巨大挑战。如何应对？2012年
4月24日，华大基因宣布其成功构建了一个自主开发的云计算服务产品——EasyGenomIcs，该
产品旨在为科研人员提供快捷、准确和易于操作的新一代测序分析服务，从而更好地应对及解决…",http://www.cqvip.com/qk/92831a/201204/45597595.html,"宗禾 - 科技创业, 2012 - cqvip.com",2012
基因组印迹的调控机制及其对动物克隆的影响,"摘要基因组印迹是一种表观遗传学调控方式. 依据亲源性的不同机体仅表达来自亲本一方的等位基因, 而来自另一方的等位基因不表达, 这类基因称为印迹基因. 印迹基因成簇存在, 受该簇内的印迹控制区(imprinting control region, IC R) 调控. 基于ICRs 的功能 …",https://www.lipjust.com/csc/20345/22468/pdf/2009/%E5%9F%BA%E5%9B%A0%E7%BB%84%E5%8D%B0%E8%BF%B9%E7%9A%84%E8%B0%83%E6%8E%A7%E6%9C%BA%E5%88%B6%E5%8F%8A%E5%85%B6%E5%AF%B9%E5%8A%A8%E7%89%A9%E5%85%8B%E9%9A%86%E7%9A%84%E5%BD%B1%E5%93%8D.pdf,"苏建民， 华松， 张涌 - 自然科学进展, 2009 - lipjust.com",2009
“家蚕基因组甲基化谱” 在《 Nature Biotechnology》 杂志发表,"… 摘要：2010年5月3日，西南大学蚕学与系统生物学研究所参与完成的又一项家蚕基因组研究
成果——“家蚕基因组甲基化谱”在国际著名学术杂志《Nature Biotechnology》（《自然》生物技术分
刊）上发表。该成果由中国科学院昆明动物研究所、深圳华大基因研究院、西南大学蚕学与系统生物…",http://www.cqvip.com/qk/93797x/201003/34187001.html,"程道军 - 蚕业科学, 2010 - cqvip.com",2010
世界虎的群体基因组学研究,"… 基因组学与群体遗传学的结合研究物种演化和适应性是动物分子遗传学的新领域和研究热点。虎
Panthera tigris是世界上最大的猫科动物,也是最引人关注的野生动物… 必要性和可能性。深入研究
虎亚种的遗传起源和种群基因组多样性,将为此奠定关键的科学基础。本研究利用有明确地理来 …",https://cpfd.cnki.com.cn/Article/CPFDTOTAL-DWLP201710001047.htm,"刘悦晨， 孙鑫， 胡雪松， 苗林， 庄延… - 第十三届全国野生动物 …, 2017 - cpfd.cnki.com.cn",2017
地球生物基因组计划与生物分类学,"… 基因组项目可以看出一 些共性的地方: (1)动物基因组测序计划, 如鸟类(万 种鸟类的基因组… 华
大基因研究院拥有国际最大规模的综 合基因组分析平台.美国史密森学会是世界上最好 的标本保藏
场所之一, 拥有一流的设施和分类学者 以及丰富的馆藏标本.ESP由他们联合倡议, 形成 了基因组…",http://ir.ioz.ac.cn/bitstream/000000/13351/1/%E6%9C%B1-%E5%9C%B0%E7%90%83%E7%94%9F%E7%89%A9%E5%9F%BA%E5%9B%A0%E7%BB%84%E8%AE%A1%E5%88%92%E4%B8%8E%E7%94%9F%E7%89%A9%E5%88%86%E7%B1%BB%E5%AD%A6.pdf,朱朝东， 罗世孝， 周欣， 陈华燕， 张冠阳 - 2017 - ir.ioz.ac.cn,0
,,,"刘君 - 中国科学院遗传与发育生物学研究所, 2009 - 中国科学院遗传与发育生物学研究所",2009
,,,"李斌， 张乐 - 首都医药, 2001",0
,,,"李津， 张伯玲 - 科技中国, 2005",0
让水产行业成为智慧化产业,"… 市华大海洋研究院对4种代表性的弹涂鱼进行了基因组测序。此次基因""解密""提供了精细的弹涂鱼
基因组图谱,并从免疫、氨耐受、视觉和嗅觉方面阐述了弹涂鱼等脊椎动物适应两栖习性的候选
基因和分子机制。成立于2012年9月的深圳华大海洋科技有限公司(以下简称""华大海洋""),主要开展…",https://www.cnki.com.cn/Article/CJFDTotal-HYUY201907046.htm,"廖静 - 收藏, 2019 - cnki.com.cn",2019
CRISPR/Cas9 技术在HepG2 基因组中进行定点基因突变的探索,"… 动物基因组诱发双链DNA断 裂[4]。哺乳动物基因组中的双链DNA断裂主要是通 过随机插入或
删除的非同源重组的末端修饰 (Non-homologous end joining，NHEJ)进行修复，因此 可以通过此
种方法在哺乳动物基因组… 克 隆扩大培养，提取质粒后交由华大基因公司测序验证。 1.2.3 细胞转…",http://www.hainanyixue.cn/zadmin/auploadfile/zzspdf/2015/2015261/2015261-3.pdf,"肖利佳， 龙寿斌， 罗历， 沈化清， 郝建华 - 海南医学, 2015 - hainanyixue.cn",2015
《 蚕的基因组》 后记,"… 摘要：“中国家蚕基因组计划”如果以向仲怀、杨焕明、夏庆友、周泽扬、鲁… 、华大基因名义联合
提出21世纪中国的现代丝绸之路——“关于推动中国家蚕基因组计划”的项目建议为起点，经历了
2003年5月29日全面起动、同年11月15日家蚕基因组框架图正式发布，2004年12月10日“家蚕基因组…",http://www.cqvip.com/qk/93797x/201301/44966694.html,"向仲怀 - 蚕业科学, 2013 - cqvip.com",2013
我在华大,"我在华大-【维普网】-仓储式在线作品出版平台-www.cqvip.com … 摘要：曾记得在老师的紧急
动员下,带着少许的紧张和激动,我们匆匆踏上了开往北京的火车,开始了另人难忘的华大之旅. … 
【分类】 【农业科学】 > 畜牧、动物医学、狩猎、蚕、蜂 > 蚕桑 > 蚕基础科学 …",http://www.cqvip.com/qk/82551x/200401/9718982.html,"许金山 - 蚕学通讯, 2004 - cqvip.com",2004
开发防治飞蝗新型农药成为可能,"… 康乐院士领衔,深圳华大基因研究院和中科院北京生命科学研究院等单位参与的一项研究,成功
破译了飞蝗的全基因组序列图谱,这是迄今人类破译的最大动物基因组。基于基因组信息,科学家们
… 6 王宪辉,陈兵,康乐;飞蝗热休克蛋白70cDNA片段的克隆和序列分析[J];动物学研究;2003年05期 …",https://www.cnki.com.cn/Article/CJFDTotal-NYSC201407043.htm,"杨光 - 农药市场信息, 2014 - cnki.com.cn",2014
柞蚕微孢子虫核型鉴定及基因组比较分析,"… 从原生动物到哺乳动物,包括昆虫、鱼类和人类在内的几乎所有的动物。… 基因组DNA,获得了
重复性强并且较清晰地染色体条带13条,同时通过与大片段的酵母marker的参照比较,估计了各独立
分离的染色体大小,总的基因组大小约为9.32M。将纯化的柞蚕微孢子虫提取全基因组DNA后由华大…",https://cdmd.cnki.com.cn/Article/CDMD-10637-1016268448.htm,王丽君 - 2012 - cdmd.cnki.com.cn,0
未来基因测序的走向,"… 对更多个体基因组测序则是解决方案之% ’千人基因组计划(&’万种脊椎动物基因组 计划(… 华大
基因研究中U’!领衔完成了&人类基因组序列图’ 和&人类基因组单体型图’的&中国卷’!为我国的水稻
(家鸡(家蚕等大型基因组!以及&非 典’病毒等微生物基因组的研究做出了重大贡献!为我国基因组…",http://www.kjdb.org/CN/article/downloadArticleFile.do?attachType=PDF&id=9834,"杨焕明 - 科技导报, 2012 - kjdb.org",2012
,,,"王银凤 - 科学中国人, 2011",0
基于测序技术的畜禽基因组学研究进展,"… 绘制整个家养动物基因组元件的综合性功 能图谱。这些基因组领域的基础性工作是基于分子 
育种策略培育畜禽品种的理论基础，具有重要的意义。 目前，多个畜禽的基因组计划陆续完成，第一 
个完成基因组序列测定的… 2012 年，华大基因和中国科学院的研究者公布 了山羊的基因组序列[…",http://www.chinagene.cn/EN/abstract/abstract5141.shtml,"梁素芸， 周正奎， 侯水生 - 遗传, 2017 - chinagene.cn",2017
动物寄生性蠕虫基因组学研究进展,"… 对动物寄生性蠕虫的基因组进行研究，发现了与发育和繁殖相关的基因。在华支睾吸虫的基因组
中鉴定出了53个与性别发育相关的基因，其中SOX6和DMRT1基因对于华支睾吸虫的性别发育
至关重要 [41] ；在细粒棘球绦虫中发现了与分化和有性生殖相关的基因，细粒棘球绦虫的原头蚴…",http://www.xml-data.org/XMSYXB/html/2017/6/20170602.htm,"杨洋， 付宝权 - 畜牧兽医学报, 2017 - xml-data.org",2017
中国昆虫基因组学的研究进展,"… 是人类基因组的两倍多,也是迄今为止测序完成 的最大动物基因组.在克服大基因组的天然难度 
… 以上有代表性地总结了近年来我国科学家 贡献的重要昆虫物种的研究,除此之外还包括中 华按蚊
… 基因组信息,大大提高了我国昆虫学研 究的国际地位.以华大基因为首的测序公司在我 国基因组…",http://159.226.67.71/bitstream/000000/13026/1/%E4%B8%AD%E5%9B%BD%E6%98%86%E8%99%AB%E5%9F%BA%E5%9B%A0%E7%BB%84%E5%AD%A6%E7%9A%84%E7%A0%94%E7%A9%B6%E8%BF%9B%E5%B1%95-4d346b81.pdf,侯丽， 詹帅， 周欣， 李飞， 王宪辉 - 2017 - 159.226.67.71,0
绵羊基因组测序及应用研究进展,"… 动物所领K的绵羊 基因组计划公布了组装到染色体水平的绵羊全基因 组序列，此计划于２００９年
启动，其中中国科学院昆 明动物研究所与深圳华大… 其他单位合作组装分析，历时５年 完成了绵羊
基因组的测序、组装及分析工作［４］，版本 号为Ｏａｒ＿ｖ４．０，这>版本为Ｏａｒｖ３．１的升级版，此 …",http://jcst.magtech.com.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=2151,"熊和丽， 和晓明， 李静， 彭超超， 刘兴能， 岳丹… - 家畜生态 …, 2020 - jcst.magtech.com.cn",2020
,,,李永鑫 - 2018,0
,,,"S Xie - 基因组学与生物技术, 2013",0
,,,"何西淼 - 中国科学院北京基因组研究所, 2009 - 中国科学院北京基因组研究所",2009
猪繁殖与呼吸综合征病毒基因组遗传变异研究进展,"猪繁殖与呼吸综合征(PRRS) 是由猪繁殖与呼吸综合征病毒(PRRSV) 引起的一种传染病, 该病主要引起妊娠母猪流产, 死胎, 木乃伊胎, 弱仔等繁殖障碍和仔猪呼吸道疾病, 导致高死亡率, 生长发育受阻, 给世界养猪业造成了巨大的经济损失. PRRSV 基因组存在高度变异性 …",http://www.cqvip.com/qk/90001x/200902/29440771.html,"李真光， 武华 - 动物医学进展, 2009 - cqvip.com",2009
,,,"马天泽， 李斌 - 首都医药, 2001",0
ΦC31 整合酶介导猪基因组定点修饰的探讨,"高效与特异的基因组定点修饰是基因工程动物研究的前沿与难点. 链霉菌噬菌体φC31 整合酶能介导含attB 位点的外源基因定点整合于多种真核生物基因组的假attP 位点, 可维持外源基因的正常结构及高效表达. 本文探讨中φC31 整合酶介导外源基因在猪基因组内 …",http://www.cqvip.com/qk/92593a/201402/48695326.html,"毕延震， 刘西梅， 华再东， 张立苹， 郑新民… - 中国生物化学与分子生物 …, 2014 - cqvip.com",2014
鸭如何应对禽流感来袭,"… 摘要：由中国农业大学、深圳华大基因研究院、哈尔滨兽医研究所与英国爱丁堡大学等共同完成
的论文一鸭基因组和转录组图谱揭秘禽流感病毒… 农业大学、深圳华大基因研究院在北京举办新闻
发布会。《自然》杂志执行编辑、NPG大中华区总监NickCampbell博士称关于鸭基因组和禽流感的…",http://www.cqvip.com/qk/97619b/201313/46828553.html,"宋迟， 郭影 - 中国禽业导刊, 2013 - cqvip.com",2013
猪瘟病毒石门株基因组全长cDNA 的克隆与序列分析,"参照已发表的猪瘟病毒基因组序列设计合成了9 对引物, 通过RT-PCR 从感染猪瘟病毒的猪全血中扩增得到了覆盖猪瘟病毒石门株基因组全长的9 个cDNA 片段, 将所得片段分别克隆至pOK12 载体和pMD18-T 载体, 经测序和拼接后, 获得了猪瘟病毒石门株基因组全序列. 序列分析表明 …",http://www.cqvip.com/qk/90588a/20063/21803382.html,"李国新， 李娜， 仇华吉， 朱庆虎， 李艳， 王明杰… - 中国预防兽医 …, 2006 - cqvip.com",2006
,,,"郑润玲 - 上海海洋大学, 2009 - 上海海洋大学",2009
基于美洲和中国大鲵转录组序列的线粒体基因组组装及其遗传多样性分析,"为利用高通量测序数据开展线粒体基因组研究, 基于高通量第2 代测序技术获得了美洲大鲵(Cryptobranchus alleganiensis) 转录组数据, 以近缘物种的线粒体全基因组为参考序列, 利用MITObim 软件对其组装, 并进行环化, 注释和分析, 采用邻接法(NJ 法) 构建美洲大鲵线粒体 …",http://www.cqvip.com/qk/95188x/201704/674628201.html,"…， 朱丽雅， 张晏江， 薛浩鑫， 孙阿君， 华风雷 - … 学报: 农业与生命科学版, 2017 - cqvip.com",2017
基于高通量测序的宏基因组学技术在动物胃肠道微生物方面的研究进展,"… 因分析和ABI SOLiD测序三大高通量测序平台的 宏基因组技术在动物胃肠道微生物的研究应用
进 展ꎬ旨在为动物科学生产及微生物发酵等相关… 杆菌中的大部分菌可产生 降解植物细胞壁的酶
ꎬ参与植物细胞壁的降解消 化ꎬ与肠道的消化功能有关ꎮ 之后ꎬZiemer [24] 还 对爱荷华州立大学…",http://www.swjsjz.cn:8080/CN/abstract/abstract314.shtml,"吴森， 张莺莺， 昝林森 - 生物技术进展, 2015 - swjsjz.cn",2015
基因组时代的新视野: 东南亚哺乳动物类群在第四纪冰河时期多样性的起源与分化,"… 经典的生物地理分界线华莱士线和克拉地峡将该地区进一步划分出包括部分巽他群岛和马来半岛
在内的南部巽他区和北部印度支那区两个生物… 进行分析, 而种群基因组学分析则使得获得详尽
的种群历史动态成为可能, 并使我们可以进一步了解东南亚哺乳动物类群所经历的物种形成过程. …",https://www.biodiversity-science.net/CN/Y2014/V22/I1/40,"苗林， 罗述金 - 生物多样性, 2014 - biodiversity-science.net",2014
体会,"… 们的精心策划,学校领导的大力支持下,短短的半年左右的时间,我们学校与中国科学院华大基因组
研究中心(简称华大)合作绘制完成了世界上第一张家蚕基因组框架图. … 【分类】 【农业科学】 > 畜牧
、动物医学、狩猎、蚕、蜂 > 蚕桑 > 蚕基础科学 … “973”项目年度总结会在西南大学家蚕基因组... …",http://www.cqvip.com/qk/82551x/200401/9718978.html,"程廷才 - 蚕学通讯, 2004 - cqvip.com",2004
RAD-seq 技术在大白猪繁殖性状基因组选择上的应用,"摘要繁殖性能是猪(Sus scrofa) 育种选择中的主要目标性状之一, 由于繁殖性状属于低遗传力的数量性状, 常规选育难以取得较大遗传进展. 为了考察限制性位点相关DNA 测序技术(restriction-site associated DNA sequencing, RAD-seq) 在猪繁殖性状上育种值预测的性能 …",http://journal05.magtech.org.cn/Jwk_ny/CN/article/downloadArticleFile.do?attachType=PDF&id=10784,"…， 蒙小云， 杨漫漫， 魏强， 郭笑峰， 郑华… - 农业生物技术 …, 2017 - journal05.magtech.org.cn",2017
三种直翅目昆虫线粒体基因组的测定与系统发育分析,"… 谱系生物地理学、群体结构及动态和基因组水平分子进化等领域的研究。目前,NCBI中已收录的
后生动物全线粒体基因组序列共1511种。其中六足类动物(Hexapoda)127种,直翅目… 2.友谊华癞
蝗、理塘白纹蝗和李氏大足蝗3个物种的线粒体基因组A+T含量分别为72.7%、75.3%、74.8%,粒体…",https://cdmd.cnki.com.cn/Article/CDMD-10718-2009257341.htm,高佳 - 2009 - cdmd.cnki.com.cn,0
,,,"陈艳君 - 中国科学院北京基因组研究所, 2009 - 中国科学院北京基因组研究所",2009
猫杯状病毒基因组结构与结构蛋白功能研究进展,"猫杯状病毒是一种引起猫的急性口腔溃疡, 上呼吸道传染病和慢性胃肠炎等病的重要病原. 近年来, 随着对其研究的不断深入, 在病毒分子生物学方面取得了很大的进展. 本文主要从基因组结构, 编码的结构蛋白功能, 基因疫苗等方面系统阐述了猫杯状病毒的研究 …",http://www.cqvip.com/qk/94722x/200706/24733554.html,"王延树， 向华， 程淑琴 - 中国兽药杂志, 2007 - cqvip.com",2007
猪圆环病毒2b 亚型的分离鉴定及基因组序列分析,"为分离鉴定流行于重庆某猪场的猪圆环病毒2 型, 本研究从断奶仔猪多系统衰竭综合征猪的淋巴结病料中进行病毒学检测, 病毒利用PK-15 细胞增殖, 其基因组序列经克隆, 测序, 拼接获得, 并完成对全序列的生物信息学分析鉴定. 结果获得了1 株猪圆环病毒2 型(命名PCV-2CQ1) …",http://www.cqvip.com/qk/90001a/201610/670121273.html,"李超， 李大军， 郑华， 张邑帆， 曾仁权， 杨柳 - 动物医学进展, 2016 - cqvip.com",2016
鱼类血液基因组DNA 提取方法优化,"… 性质与哺乳动物有 所差别,常见通过裂解白细胞核而获得核酸的提取 哺乳动物全血基因组的方法
… , 导致提取的基因组蛋 白污染严重.有些提取哺乳动物血液基因组的试剂 盒, 对鱼类基因组的提取
… 基因组的试剂盒, 在鱼类上应用时也需做改 进(钟爱华, 2003).因此, 目前已出现针对鱼虾等 动物…",http://gsnydx.tsk.libsou.com/uploads/1/file/public/201609/20160921165226_103h1flxtl.pdf,刘哲， 康鹏天， 柴文琼， 王太， 刘晓敏 - 2009 - gsnydx.tsk.libsou.com,0
萼花臂尾轮虫(Brachionus calyciflorus) 非混交雌体与雄体基因组DNA 的RAPD 分析,"采用RAPD 分析技术对萼花臂尾轮虫2 种不同性别个体的基因组DNA 进行对比分析, 探讨萼花臂尾轮虫非混交雌体和雄体性别分化的遗传背景. 所用的30 条随机引物中, 有10 条引物在两者基因组中扩增出多态性片段, 其中有二者共有条带, 也有二者差异条带 …",http://www.cqvip.com/qk/96482x/200803/28300941.html,"李大命， 陆建明， 杨家新， 许晓风 - 南京师大学报: 自然科学版, 2008 - cqvip.com",2008
盲肠结扎穿孔小鼠模型的血浆蛋白质组分析,"… 随着血液循环扩散到周身,从而促使细胞和组织的不可逆损伤(necrosis and apoptosis)。如何
监测脓毒症发生过程中血液蛋白成分的改变,对于判断病程和制定合理的治疗方案都是极为重要
的。小鼠盲肠结扎穿孔(CLP)是一个广泛应用于脓毒症研究的方法。我们在本研究中采用这个动物…",https://cpfd.cnki.com.cn/Article/CPFDTOTAL-IGSS200408001072.htm,"夏季， 王建东， 任艳， 赵康， 徐宁志… - 中国蛋白质组学第二届 …, 2004 - cpfd.cnki.com.cn",2004
干制羊肉基因组DNA 不同提取方法的比较,"为了研究干制加工羊肉基因组DNA 的最佳提取方法, 本试验采用传统酚-氯仿法, 磁珠法, 改良CTAB 法, 离心柱法分别提取干制处理后的羊肉基因组DNA, 并对4 种方法提取的羊肉基因组DNA 浓度, 纯度, 完整性以及提取所需时间, PCR 扩增效果等进行比较. 结果表明 …",http://www.hnxb.org.cn/CN/abstract/abstract13433.shtml,"陈传君， 金鹭， 林华， 胡滨， 韩国全， 陈世界， 张婧… - 核农学报, 2020 - hnxb.org.cn",2020
《 遗传》 杂志努力推动中国动物遗传育种研究,"… 动物雌性生殖活动中, 孕酮的生理功能所依赖的核孕酮 受体所介导的基因组效应和膜孕酮受体
所介导的非基因 组效应对于孕酮在各种雌性生殖活动(包括排卵、胚胎植 入、妊娠维持、分娩启动
和乳腺发育等)的作用的分子机 理进行了系统全面的综述, 指出了存在的问题, 这些问题 的解决将…",http://www.chinagene.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=2560,"张勤， 李绍武 - 遗传, 2012 - chinagene.cn",2012
DNA 条形码技术在肉品防欺诈鉴别中的应用,"… 。分别提取鱼肉等样品的基因组DNA，以目前国际上比较公认的动物线粒体细胞色素氧化酶CO 
Ⅰ… 、快速、有效的分子鉴定技术，DNA条形码可以直接应用于鱼肉等动物源性食品 的种类鉴定。 
… 回收试剂盒说明书的操作步骤割胶纯化，送 深圳华大基因有限公司进行双向测序，测序引物同于…",http://www.rlyj.net.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=421,"邱德义， 胡佳， 刘德星， 魏晓雅， 刘国雄， 岳巧云 - 肉类研究, 2013 - rlyj.net.cn",2013
